Node,Level,Total Cost,Priority Queue Size,Distance,Elapsed Time
Planctomycetota,1,0.9765617214143280,84490,532,2852.71
Porphyridiales,1,0.9771834183484320,84732,533,2861.343
Phycobiliprotein,1,0.9780106954276560,84731,534,2862.854
RealDB,1,0.9783383347094060,84775,535,2865.053
Verrucomicrobiota,1,0.9799207746982570,84774,536,2865.178
UTC clade,1,0.9824019949883220,85013,537,2873.173
Primary endosymbiosis,1,0.9873230196535590,85014,538,2877.265
Rhodymeniophycidae,1,0.988776451908052,85014,539,2879.313
Rhodymeniales,1,0.988997470587492,85013,540,2881.198
Phycoerythrin,1,0.9916185140609740,85012,541,2881.334
Collodictyonidae,1,0.9917521243914960,85076,542,2884.169
Endosymbiotic theory,1,0.9943284103646870,85095,543,2888.143
Coprothermobacterota,1,0.9945513969287280,85095,544,2890.036
Pit connection,1,0.9946143478155140,85107,545,2892.857
National Center for Biotechnology Information,1,0.9954084027558570,85218,546,2897.843
Dictyoglomus thermophilum,1,0.9967319630086420,85343,547,2901.635
Blastocladiomycota,1,0.9969701804220680,85484,548,2908.115
Archaeal Richmond Mine acidophilic nanoorganisms,1,0.9978939574211840,85650,549,2914.967
Gim (Korean food),1,0.9983603497967120,85733,550,2919.89
Thermodesulfobacteriota,1,0.9998698197305200,85733,551,2921.082
Vertebrata simulans,1,1.0011552898213300,85900,552,2927.928
Taxonomy (biology),1,1.004481840878730,85908,553,2929.69
Malawimonadidae,1,1.009448368102310,86257,554,2939.043
Gim (food),1,1.017310043796900,86397,555,2947.292
Horizontal gene transfer,1,1.0213084295392000,86499,556,2951.043
EPPO Code,1,1.021913155913350,86734,557,2957.223
Integrated Taxonomic Information System,1,1.027043342590330,86756,558,2959.314
Phycoerythrobilin,1,1.0277166236192000,86788,559,2962.326
Barcode of Life Data System,1,1.0286020245403100,86862,560,2966.268
Phycobilisomes,1,1.0290297344327000,86950,561,2969.626
Doi (identifier),1,1.0307919960469000,86950,562,2971.09
Rhodochaetales,1,1.0380857065320000,86950,563,2972.675
Green sulfur bacteria,1,1.0438869334757300,86949,564,2974.214
Batrachospermales,1,1.0544788613915400,87140,565,2982.202
Global Biodiversity Information Facility,1,1.0632891356945000,87149,566,2984.198
Domain (biology),1,1.0938999205827700,87170,567,2986.281
Vienna,2,1.2323724627494800,87267,568,2991.261
Wolfgang Amadeus Mozart,3,1.2323723435401900,88263,569,3014.728

"['Red algae', 'European cuisine', 'Vienna', 'Wolfgang Amadeus Mozart']"
