Node,Level,Total Cost,Priority Queue Size,Distance,Elapsed Time
Sabaeans,0,0,0,0,0.0
Staff of Moses,1,0.7021225094795230,463,1,9.835
Bronze laver,2,0.6247277855873110,942,2,19.433
Bronze,3,0.6187454462051390,1039,3,22.622
Brass,4,0.22344666719436600,1444,4,30.851
Brass instrument,5,0.0,1933,5,40.741

"['Sabaeans', 'Staff of Moses', 'Bronze laver', 'Bronze', 'Brass', 'Brass instrument']"
